time,ax,ay,az
2021-03-04 17:29:07.5020,0.01,0.02,-0.01
2021-03-04 17:29:07.5120,0.07,0.04,-0.04
2021-03-04 17:29:07.5220,0.1,0.06,-0.05
2021-03-04 17:29:07.5320,0.12,0.05,-0.05
2021-03-04 17:29:07.5410,0.12,0.03,-0.05
2021-03-04 17:29:07.5530,0.11,0,-0.05
2021-03-04 17:29:07.5710,0.1,-0.03,-0.06
2021-03-04 17:29:07.5730,0.08,-0.06,-0.04
2021-03-04 17:29:07.5810,0.07,-0.06,-0.01
2021-03-04 17:29:07.5910,0.07,-0.04,0.04
2021-03-04 17:29:07.6010,0.06,-0.02,0.07
2021-03-04 17:29:07.6110,0.04,0.01,0.07
2021-03-04 17:29:07.6220,0.02,0.03,0.06
2021-03-04 17:29:07.6310,0.02,0.05,0.07
2021-03-04 17:29:07.6420,0.02,0.06,0.07
2021-03-04 17:29:07.6530,0,0.03,0.06
2021-03-04 17:29:07.6730,-0.02,0,0.07
2021-03-04 17:29:07.6760,-0.06,0,0.09
2021-03-04 17:29:07.6800,-0.09,0.03,0.06
2021-03-04 17:29:07.6910,-0.09,0.05,0.03
2021-03-04 17:29:07.7000,-0.09,0.06,0.01
2021-03-04 17:29:07.7100,-0.09,0.05,0
2021-03-04 17:29:07.7210,-0.1,0.04,0.02
2021-03-04 17:29:07.7300,-0.1,-0.01,0.02
2021-03-04 17:29:07.7410,-0.09,-0.03,0.02
2021-03-04 17:29:07.7500,-0.09,-0.03,0.02
2021-03-04 17:29:07.7700,-0.1,-0.01,0.02
2021-03-04 17:29:07.7720,-0.1,0.03,0.03
2021-03-04 17:29:07.7800,-0.09,0.07,0.05
2021-03-04 17:29:07.7900,-0.08,0.1,0.05
2021-03-04 17:29:07.8000,-0.08,0.08,0.05
2021-03-04 17:29:07.8110,-0.08,0.07,0.04
2021-03-04 17:29:07.8200,-0.08,0.03,0.03
2021-03-04 17:29:07.8300,-0.07,0,0.05
2021-03-04 17:29:07.8410,-0.05,-0.01,0.06
2021-03-04 17:29:07.8500,-0.05,-0.02,0.06
2021-03-04 17:29:07.8700,-0.04,-0.03,0.05
2021-03-04 17:29:07.8720,-0.01,-0.04,0.03
2021-03-04 17:29:07.8790,-0.01,-0.02,0.01
2021-03-04 17:29:07.8890,-0.01,0,0
2021-03-04 17:29:07.8990,-0.02,0.01,0.02
2021-03-04 17:29:07.9090,-0.02,0.02,0.01
2021-03-04 17:29:07.9200,-0.01,0.03,0.02
2021-03-04 17:29:07.9300,-0.02,0.05,0.03
2021-03-04 17:29:07.9390,-0.03,0.05,0.03
2021-03-04 17:29:07.9500,-0.06,0.04,0.04
2021-03-04 17:29:07.9690,-0.08,0.02,0.04
2021-03-04 17:29:07.9720,-0.06,-0.01,0.04
2021-03-04 17:29:07.9790,-0.05,-0.03,0.04
2021-03-04 17:29:07.9890,-0.08,-0.02,0.05
2021-03-04 17:29:07.9990,-0.11,0.02,0.06
2021-03-04 17:29:08.0080,-0.11,0.03,0.06
2021-03-04 17:29:08.0200,-0.08,0.04,0.05
2021-03-04 17:29:08.0290,-0.04,0.03,0.03
2021-03-04 17:29:08.0390,-0.01,0.02,0.04
2021-03-04 17:29:08.0480,0,0.01,0.04
2021-03-04 17:29:08.0650,0,-0.01,0.06
2021-03-04 17:29:08.0680,0,-0.03,0.09
2021-03-04 17:29:08.0780,-0.01,-0.03,0.11
2021-03-04 17:29:08.0880,-0.04,-0.03,0.1
2021-03-04 17:29:08.0980,-0.03,-0.02,0.07
2021-03-04 17:29:08.1080,-0.03,-0.02,0.05
2021-03-04 17:29:08.1180,-0.01,0,0.07
2021-03-04 17:29:08.1290,0.03,0.01,0.08
2021-03-04 17:29:08.1380,0.05,0.01,0.08
2021-03-04 17:29:08.1480,0.03,0.02,0.06
2021-03-04 17:29:08.1650,0,0.03,0.07
2021-03-04 17:29:08.1670,-0.03,-0.01,0.09
2021-03-04 17:29:08.1780,-0.04,-0.05,0.1
2021-03-04 17:29:08.1880,-0.07,-0.07,0.12
2021-03-04 17:29:08.1970,-0.08,-0.06,0.1
2021-03-04 17:29:08.2070,-0.06,-0.02,0.06
2021-03-04 17:29:08.2170,-0.02,0.01,0.05
2021-03-04 17:29:08.2280,0.04,0.04,0.06
2021-03-04 17:29:08.2380,0.07,0.01,0.06
2021-03-04 17:29:08.2470,0.1,0,0.08
2021-03-04 17:29:08.2660,0.11,0.01,0.07
2021-03-04 17:29:08.2680,0.09,0,0.06
2021-03-04 17:29:08.2770,0.06,-0.01,0.05
2021-03-04 17:29:08.2870,0,0,0.05
2021-03-04 17:29:08.2970,-0.06,0.01,0.03
2021-03-04 17:29:08.3070,-0.08,0.03,0.03
2021-03-04 17:29:08.3170,-0.1,0.03,0.04
2021-03-04 17:29:08.3280,-0.13,0.02,0.07
2021-03-04 17:29:08.3370,-0.17,0.01,0.1
2021-03-04 17:29:08.3460,-0.18,0.01,0.1
2021-03-04 17:29:08.3650,-0.16,0.02,0.11
2021-03-04 17:29:08.3680,-0.15,0.01,0.1
2021-03-04 17:29:08.3760,-0.16,0.01,0.09
2021-03-04 17:29:08.3860,-0.16,0,0.08
2021-03-04 17:29:08.3960,-0.17,-0.03,0.07
2021-03-04 17:29:08.4060,-0.16,-0.04,0.05
2021-03-04 17:29:08.4170,-0.14,-0.03,0.04
2021-03-04 17:29:08.4260,-0.11,-0.01,0.04
2021-03-04 17:29:08.4360,-0.07,-0.01,0.05
2021-03-04 17:29:08.4460,-0.03,-0.01,0.07
2021-03-04 17:29:08.4640,0,-0.03,0.08
2021-03-04 17:29:08.4660,0.01,-0.02,0.1
2021-03-04 17:29:08.4750,0,-0.02,0.09
2021-03-04 17:29:08.4850,-0.02,-0.02,0.09
2021-03-04 17:29:08.4960,-0.03,-0.04,0.07
2021-03-04 17:29:08.5050,-0.03,-0.05,0.07
2021-03-04 17:29:08.5150,-0.03,-0.05,0.09
2021-03-04 17:29:08.5260,-0.07,-0.05,0.13
2021-03-04 17:29:08.5360,-0.1,-0.04,0.11
2021-03-04 17:29:08.5450,-0.07,0,0.11
2021-03-04 17:29:08.5640,0,0.03,0.09
2021-03-04 17:29:08.5660,0.03,0.03,0.07
2021-03-04 17:29:08.5740,0.03,0.02,0.06
2021-03-04 17:29:08.5850,0.02,0.01,0.06
2021-03-04 17:29:08.5950,0.04,0.02,0.08
2021-03-04 17:29:08.6050,0.05,0.03,0.11
2021-03-04 17:29:08.6140,0.05,-0.03,0.12
2021-03-04 17:29:08.6260,0,-0.12,0.13
2021-03-04 17:29:08.6350,-0.06,-0.14,0.12
2021-03-04 17:29:08.6450,-0.08,-0.13,0.16
2021-03-04 17:29:08.6640,-0.07,-0.11,0.17
2021-03-04 17:29:08.6660,-0.07,-0.08,0.18
2021-03-04 17:29:08.6740,-0.11,-0.08,0.1
2021-03-04 17:29:08.6840,-0.15,-0.05,0.03
2021-03-04 17:29:08.6940,-0.14,-0.03,0.01
2021-03-04 17:29:08.7040,-0.07,0.01,0.02
2021-03-04 17:29:08.7140,0.06,0.03,0.01
2021-03-04 17:29:08.7250,0.16,-0.03,-0.06
2021-03-04 17:29:08.7340,0.22,-0.06,-0.18
2021-03-04 17:29:08.7440,0.25,-0.05,-0.25
2021-03-04 17:29:08.7620,0.29,-0.08,-0.25
2021-03-04 17:29:08.7650,0.32,-0.13,-0.25
2021-03-04 17:29:08.7740,0.28,-0.22,-0.34
2021-03-04 17:29:08.7840,0.11,-0.34,-0.55
2021-03-04 17:29:08.7940,-0.19,-0.38,-0.64
2021-03-04 17:29:08.8030,-0.42,-0.26,-0.52
2021-03-04 17:29:08.8140,-0.6,-0.01,-0.32
2021-03-04 17:29:08.8240,-0.71,0.31,-0.07
2021-03-04 17:29:08.8340,-0.67,0.65,0.25
2021-03-04 17:29:08.8430,-0.64,0.73,0.5
2021-03-04 17:29:08.8600,-0.7,0.7,0.61
2021-03-04 17:29:08.8630,-0.84,0.67,0.59
2021-03-04 17:29:08.8730,-1.08,0.47,0.47
2021-03-04 17:29:08.8830,-1.33,0.22,0.21
2021-03-04 17:29:08.8930,-1.44,0,-0.12
2021-03-04 17:29:08.9030,-1.39,-0.1,-0.29
2021-03-04 17:29:08.9140,-1.17,0.01,-0.31
2021-03-04 17:29:08.9240,-0.8,0.23,-0.18
2021-03-04 17:29:08.9320,-0.41,0.3,0
2021-03-04 17:29:08.9430,-0.11,0.19,0.1
2021-03-04 17:29:08.9600,0.05,0,0.1
2021-03-04 17:29:08.9630,0.04,-0.13,0.01
2021-03-04 17:29:08.9720,-0.13,-0.22,-0.09
2021-03-04 17:29:08.9820,-0.43,-0.26,-0.14
2021-03-04 17:29:08.9920,-0.81,-0.26,-0.18
2021-03-04 17:29:09.0020,-1.21,-0.27,-0.19
2021-03-04 17:29:09.0120,-1.57,-0.24,-0.15
2021-03-04 17:29:09.0230,-1.81,-0.19,-0.12
2021-03-04 17:29:09.0320,-1.91,-0.15,-0.09
2021-03-04 17:29:09.0420,-1.79,-0.12,-0.14
2021-03-04 17:29:09.0600,-1.57,-0.09,-0.21
2021-03-04 17:29:09.0620,-1.36,-0.08,-0.28
2021-03-04 17:29:09.0710,-1.22,-0.05,-0.34
2021-03-04 17:29:09.0820,-1.16,-0.01,-0.31
2021-03-04 17:29:09.0920,-1.22,0.02,-0.29
2021-03-04 17:29:09.1010,-1.34,0.03,-0.31
2021-03-04 17:29:09.1110,-1.48,-0.01,-0.34
2021-03-04 17:29:09.1230,-1.63,-0.13,-0.3
2021-03-04 17:29:09.1310,-1.66,-0.34,-0.27
2021-03-04 17:29:09.1420,-1.51,-0.5,-0.29
2021-03-04 17:29:09.1610,-1.19,-0.57,-0.23
2021-03-04 17:29:09.1630,-0.81,-0.62,-0.2
2021-03-04 17:29:09.1710,-0.5,-0.64,-0.17
2021-03-04 17:29:09.1810,-0.35,-0.64,-0.23
2021-03-04 17:29:09.1910,-0.42,-0.6,-0.38
2021-03-04 17:29:09.2010,-0.68,-0.51,-0.56
2021-03-04 17:29:09.2110,-1.06,-0.31,-0.72
2021-03-04 17:29:09.2220,-1.47,-0.01,-0.73
2021-03-04 17:29:09.2310,-1.79,0.38,-0.63
2021-03-04 17:29:09.2410,-1.97,0.85,-0.49
2021-03-04 17:29:09.2580,-1.99,1.24,-0.44
2021-03-04 17:29:09.2600,-1.99,1.55,-0.47
2021-03-04 17:29:09.2700,-1.98,1.84,-0.49
2021-03-04 17:29:09.2800,-1.92,2.06,-0.47
2021-03-04 17:29:09.2900,-1.91,2.16,-0.47
2021-03-04 17:29:09.3000,-2.07,2.13,-0.49
2021-03-04 17:29:09.3100,-2.48,2.06,-0.45
2021-03-04 17:29:09.3200,-3,1.84,-0.31
2021-03-04 17:29:09.3310,-3.63,1.58,-0.08
2021-03-04 17:29:09.3410,-4.18,1.37,0.16
2021-03-04 17:29:09.3580,-4.58,1.44,0.31
2021-03-04 17:29:09.3600,-4.71,1.69,0.44
2021-03-04 17:29:09.3690,-4.51,1.74,0.34
2021-03-04 17:29:09.3800,-4.16,1.79,0.31
2021-03-04 17:29:09.3900,-3.35,1.72,0.47
2021-03-04 17:29:09.3990,-2.55,1.98,0.46
2021-03-04 17:29:09.4090,-1.85,2.88,0.82
2021-03-04 17:29:09.4200,-0.97,3.28,1.11
2021-03-04 17:29:09.4290,-0.67,2.91,1.05
2021-03-04 17:29:09.4390,-0.9,2.47,0.52
2021-03-04 17:29:09.4580,-1.19,2.6,-0.25
2021-03-04 17:29:09.4590,-1.12,2.68,-1.12
2021-03-04 17:29:09.4690,-0.25,2.33,-1.8
2021-03-04 17:29:09.4790,1.14,1.8,-2.04
2021-03-04 17:29:09.4890,2.7,1.19,-1.56
2021-03-04 17:29:09.4990,4.08,0.4,-0.78
2021-03-04 17:29:09.5090,4.9,-0.79,-0.38
2021-03-04 17:29:09.5200,5.13,-1.93,-0.31
2021-03-04 17:29:09.5280,4.66,-2.64,-0.19
2021-03-04 17:29:09.5380,3.31,-2.64,0.03
2021-03-04 17:29:09.5560,1.5,-1.99,0.48
2021-03-04 17:29:09.5580,-0.15,-1.05,0.82
2021-03-04 17:29:09.5690,-1.37,-0.21,0.93
2021-03-04 17:29:09.5780,-1.91,0.22,0.79
2021-03-04 17:29:09.5880,-1.81,0.26,0.42
2021-03-04 17:29:09.5980,-1.29,0.35,0.09
2021-03-04 17:29:09.6080,-0.48,0.55,-0.25
2021-03-04 17:29:09.6190,0.45,0.62,-0.57
2021-03-04 17:29:09.6280,1.32,0.46,-0.87
2021-03-04 17:29:09.6380,1.86,0.14,-1.06
2021-03-04 17:29:09.6570,2.05,-0.39,-1.14
2021-03-04 17:29:09.6590,1.92,-1.08,-1.08
2021-03-04 17:29:09.6680,1.64,-1.58,-0.85
2021-03-04 17:29:09.6780,1.28,-2,-0.51
2021-03-04 17:29:09.6880,0.79,-2.21,-0.15
2021-03-04 17:29:09.6970,0.29,-2.18,0.12
2021-03-04 17:29:09.7070,-0.23,-2.22,0.23
2021-03-04 17:29:09.7190,-0.67,-2.12,0.28
2021-03-04 17:29:09.7280,-1,-1.91,0.22
2021-03-04 17:29:09.7380,-1.25,-1.58,0.13
2021-03-04 17:29:09.7570,-1.34,-1.19,-0.02
2021-03-04 17:29:09.7590,-1.36,-0.81,-0.11
2021-03-04 17:29:09.7670,-1.29,-0.6,-0.19
2021-03-04 17:29:09.7770,-1.25,-0.73,-0.35
2021-03-04 17:29:09.7870,-1.28,-1.11,-0.51
2021-03-04 17:29:09.7970,-1.35,-1.49,-0.58
2021-03-04 17:29:09.8070,-1.4,-1.8,-0.49
2021-03-04 17:29:09.8170,-1.41,-2.09,-0.34
2021-03-04 17:29:09.8280,-1.46,-2.2,-0.21
2021-03-04 17:29:09.8370,-1.51,-1.93,-0.08
2021-03-04 17:29:09.8560,-1.48,-1.44,0.1
2021-03-04 17:29:09.8580,-1.35,-0.82,0.24
2021-03-04 17:29:09.8660,-1.19,-0.16,0.2
2021-03-04 17:29:09.8760,-1.12,0.53,0.1
2021-03-04 17:29:09.8860,-1.08,1.05,0.02
2021-03-04 17:29:09.8960,-1.08,1.14,-0.02
2021-03-04 17:29:09.9070,-1.04,1.1,-0.02
2021-03-04 17:29:09.9160,-0.97,1.21,0.07
2021-03-04 17:29:09.9260,-0.93,1.11,0.18
2021-03-04 17:29:09.9370,-0.87,0.91,0.34
2021-03-04 17:29:09.9560,-0.84,0.81,0.59
2021-03-04 17:29:09.9580,-0.8,0.81,0.89
2021-03-04 17:29:09.9660,-0.86,0.91,1.17
2021-03-04 17:29:09.9760,-1.02,1.05,1.43
2021-03-04 17:29:09.9850,-1.17,1.26,1.77
2021-03-04 17:29:09.9960,-1.26,1.68,2.03
2021-03-04 17:29:10.0060,-1.37,2.01,2.23
2021-03-04 17:29:10.0150,-0.95,2.45,2.98
2021-03-04 17:29:10.0260,0.82,4.02,2.65
2021-03-04 17:29:10.0360,1.36,5.68,0.09
2021-03-04 17:29:10.0540,0.49,6.1,-1.4
2021-03-04 17:29:10.0550,1.03,5.87,-1.33
2021-03-04 17:29:10.0650,2.95,5.22,-0.96
2021-03-04 17:29:10.0750,4.19,3.55,-1.08
2021-03-04 17:29:10.0850,4.11,0.52,-0.84
2021-03-04 17:29:10.0950,3.44,-2.16,0.35
2021-03-04 17:29:10.1050,2.57,-3.53,1.41
2021-03-04 17:29:10.1150,0.82,-4.25,1.57
2021-03-04 17:29:10.1250,-0.83,-4.03,1.05
2021-03-04 17:29:10.1360,-1.54,-3.28,0.17
2021-03-04 17:29:10.1540,-1.45,-2.39,-0.63
2021-03-04 17:29:10.1560,-0.53,-1.39,-1.06
2021-03-04 17:29:10.1640,0.7,-0.38,-1.23
2021-03-04 17:29:10.1740,2.02,0.29,-1.07
2021-03-04 17:29:10.1840,2.95,0.52,-0.8
2021-03-04 17:29:10.1940,3.28,0.32,-0.64
2021-03-04 17:29:10.2040,3.13,0,-0.59
2021-03-04 17:29:10.2140,2.71,-0.35,-0.56
2021-03-04 17:29:10.2250,2.16,-0.75,-0.62
2021-03-04 17:29:10.2350,1.53,-1.1,-0.74
2021-03-04 17:29:10.2520,1,-1.39,-0.87
2021-03-04 17:29:10.2540,0.5,-1.54,-0.97
2021-03-04 17:29:10.2630,0.14,-1.67,-1.12
2021-03-04 17:29:10.2740,-0.11,-1.71,-1.18
2021-03-04 17:29:10.2840,-0.24,-1.66,-1.2
2021-03-04 17:29:10.2940,-0.2,-1.54,-1.12
2021-03-04 17:29:10.3040,-0.02,-1.3,-1.02
2021-03-04 17:29:10.3140,0.24,-1.03,-0.94
2021-03-04 17:29:10.3240,0.55,-0.8,-0.89
2021-03-04 17:29:10.3340,0.85,-0.71,-0.85
2021-03-04 17:29:10.3530,1.03,-0.76,-0.85
2021-03-04 17:29:10.3550,1.04,-0.91,-0.85
2021-03-04 17:29:10.3630,0.97,-1.14,-0.73
2021-03-04 17:29:10.3730,0.77,-1.31,-0.57
2021-03-04 17:29:10.3830,0.42,-1.29,-0.44
2021-03-04 17:29:10.3930,-0.07,-1.17,-0.34
2021-03-04 17:29:10.4030,-0.51,-0.98,-0.32
2021-03-04 17:29:10.4130,-0.98,-0.82,-0.25
2021-03-04 17:29:10.4240,-1.28,-0.67,-0.16
2021-03-04 17:29:10.4320,-1.36,-0.5,-0.1
2021-03-04 17:29:10.4520,-1.33,-0.35,-0.03
2021-03-04 17:29:10.4540,-1.25,-0.31,0.01
2021-03-04 17:29:10.4620,-1.11,-0.31,-0.03
2021-03-04 17:29:10.4720,-0.98,-0.3,-0.05
2021-03-04 17:29:10.4820,-0.91,-0.23,-0.09
2021-03-04 17:29:10.4920,-0.97,-0.07,-0.13
2021-03-04 17:29:10.5020,-1.15,0.21,-0.1
2021-03-04 17:29:10.5130,-1.37,0.51,-0.02
2021-03-04 17:29:10.5220,-1.66,0.74,0.03
2021-03-04 17:29:10.5320,-2,0.87,0.16
2021-03-04 17:29:10.5500,-2.43,1.14,0.4
2021-03-04 17:29:10.5520,-2.65,1.35,0.69
2021-03-04 17:29:10.5610,-2.73,1.47,0.92
2021-03-04 17:29:10.5720,-2.64,1.45,1.02
2021-03-04 17:29:10.5820,-2.51,1.28,0.89
2021-03-04 17:29:10.5910,-2.42,1.09,0.83
2021-03-04 17:29:10.6010,-1.75,0.84,1.18
2021-03-04 17:29:10.6110,-1.01,1.22,1.22
2021-03-04 17:29:10.6220,0.35,2.59,1.62
2021-03-04 17:29:10.6310,1.34,2.85,2.31
2021-03-04 17:29:10.6500,1.44,2.14,2.31
2021-03-04 17:29:10.6530,1.35,2.04,0.78
2021-03-04 17:29:10.6610,0.76,3.1,-0.81
2021-03-04 17:29:10.6710,0.15,4.39,-1.72
2021-03-04 17:29:10.6810,-0.12,4.8,-2.07
2021-03-04 17:29:10.6910,0.35,4.19,-1.92
2021-03-04 17:29:10.7010,1.67,2.99,-1.91
2021-03-04 17:29:10.7120,3.75,1.42,-1.8
2021-03-04 17:29:10.7210,5.38,-0.2,-1.3
2021-03-04 17:29:10.7310,5.79,-1.47,-0.57
2021-03-04 17:29:10.7480,5.16,-2.35,-0.19
2021-03-04 17:29:10.7510,3.52,-2.81,-0.06
2021-03-04 17:29:10.7600,1.54,-2.46,-0.05
2021-03-04 17:29:10.7700,-0.28,-1.33,0
2021-03-04 17:29:10.7800,-1.53,-0.18,0.14
2021-03-04 17:29:10.7900,-2,0.67,0.29
2021-03-04 17:29:10.8000,-1.95,1.44,0.41
2021-03-04 17:29:10.8110,-1.49,1.76,0.45
2021-03-04 17:29:10.8210,-0.95,1.38,0.27
2021-03-04 17:29:10.8300,-0.44,0.48,-0.11
2021-03-04 17:29:10.8490,-0.02,-0.45,-0.53
2021-03-04 17:29:10.8510,0.4,-1.3,-0.86
2021-03-04 17:29:10.8590,0.68,-1.96,-1.01
2021-03-04 17:29:10.8700,0.8,-2.47,-0.95
2021-03-04 17:29:10.8800,0.73,-2.85,-0.86
2021-03-04 17:29:10.8900,0.44,-3,-0.68
2021-03-04 17:29:10.9000,0.2,-2.95,-0.4
2021-03-04 17:29:10.9100,0.06,-2.66,-0.06
2021-03-04 17:29:10.9200,-0.12,-2.31,0.18
2021-03-04 17:29:10.9300,-0.5,-1.89,0.31
2021-03-04 17:29:10.9480,-1.03,-1.55,0.37
2021-03-04 17:29:10.9500,-1.56,-1.37,0.37
2021-03-04 17:29:10.9590,-2,-1.16,0.34
2021-03-04 17:29:10.9690,-2.24,-1.01,0.3
2021-03-04 17:29:10.9790,-2.25,-0.98,0.26
2021-03-04 17:29:10.9890,-2.14,-0.96,0.18
2021-03-04 17:29:11.0000,-2.01,-1.03,-0.04
2021-03-04 17:29:11.0090,-2.05,-1.1,-0.31
2021-03-04 17:29:11.0180,-2.19,-1.21,-0.45
2021-03-04 17:29:11.0290,-2.34,-1.22,-0.4
2021-03-04 17:29:11.0470,-2.12,-1.08,-0.22
2021-03-04 17:29:11.0490,-1.48,-0.83,0.11
2021-03-04 17:29:11.0580,-0.57,-0.58,0.41
2021-03-04 17:29:11.0680,0.28,-0.44,0.62
2021-03-04 17:29:11.0780,0.85,-0.25,0.81
2021-03-04 17:29:11.0880,1.12,0.2,0.97
2021-03-04 17:29:11.0980,1.15,0.54,1.02
2021-03-04 17:29:11.1080,0.8,0.97,1.18
2021-03-04 17:29:11.1190,0.27,1.38,1.37
2021-03-04 17:29:11.1280,-0.38,1.47,1.47
2021-03-04 17:29:11.1440,-1.27,1.38,1.64
2021-03-04 17:29:11.1470,-2.12,1.3,1.93
2021-03-04 17:29:11.1570,-2.4,1.51,2.89
2021-03-04 17:29:11.1680,-0.73,3.33,2.83
2021-03-04 17:29:11.1770,-0.15,5.89,1.17
2021-03-04 17:29:11.1880,-1,6.62,-0.27
2021-03-04 17:29:11.1970,-0.57,6.34,-0.06
2021-03-04 17:29:11.2070,2.26,6.4,0.78
2021-03-04 17:29:11.2190,4.19,5.5,-0.44
2021-03-04 17:29:11.2280,3.87,3.02,-1.61
2021-03-04 17:29:11.2460,3.49,-0.07,-0.7
2021-03-04 17:29:11.2480,3.83,-2.52,0.47
2021-03-04 17:29:11.2570,3.16,-4.27,0.92
2021-03-04 17:29:11.2670,1.36,-5.02,0.22
2021-03-04 17:29:11.2770,-0.25,-5.14,-0.34
2021-03-04 17:29:11.2870,-1.28,-4.52,-0.71
2021-03-04 17:29:11.2970,-1.44,-3.24,-1.01
2021-03-04 17:29:11.3070,-0.78,-1.72,-1.22
2021-03-04 17:29:11.3160,0.45,-0.25,-1.22
2021-03-04 17:29:11.3280,1.69,0.88,-1.09
2021-03-04 17:29:11.3470,2.58,1.33,-0.97
2021-03-04 17:29:11.3490,3.02,1.11,-0.91
2021-03-04 17:29:11.3560,2.97,0.63,-0.91
2021-03-04 17:29:11.3660,2.6,0.07,-0.97
2021-03-04 17:29:11.3760,2.17,-0.58,-1
2021-03-04 17:29:11.3860,1.8,-1.25,-1.06
2021-03-04 17:29:11.3960,1.48,-1.78,-1.18
2021-03-04 17:29:11.4060,1.11,-2.09,-1.28
2021-03-04 17:29:11.4160,0.76,-2.18,-1.37
2021-03-04 17:29:11.4270,0.45,-2.11,-1.43
2021-03-04 17:29:11.4460,0.21,-1.88,-1.44
2021-03-04 17:29:11.4480,0.07,-1.46,-1.33
2021-03-04 17:29:11.4550,0.09,-1.05,-1.18
2021-03-04 17:29:11.4660,0.21,-0.7,-1.06
2021-03-04 17:29:11.4750,0.4,-0.6,-0.99
2021-03-04 17:29:11.4850,0.54,-0.52,-0.91
2021-03-04 17:29:11.4950,0.67,-0.46,-0.82
2021-03-04 17:29:11.5050,0.66,-0.43,-0.68
2021-03-04 17:29:11.5160,0.52,-0.54,-0.63
2021-03-04 17:29:11.5250,0.07,-0.69,-0.56
2021-03-04 17:29:11.5440,-0.4,-0.76,-0.49
2021-03-04 17:29:11.5460,-0.75,-0.67,-0.37
2021-03-04 17:29:11.5550,-1.03,-0.56,-0.27
2021-03-04 17:29:11.5650,-1.28,-0.44,-0.24
2021-03-04 17:29:11.5750,-1.41,-0.37,-0.26
2021-03-04 17:29:11.5850,-1.55,-0.4,-0.25
2021-03-04 17:29:11.5950,-1.81,-0.42,-0.26
2021-03-04 17:29:11.6050,-2.09,-0.35,-0.24
2021-03-04 17:29:11.6150,-2.28,-0.21,-0.18
2021-03-04 17:29:11.6250,-2.4,0.02,-0.15
2021-03-04 17:29:11.6440,-2.45,0.3,-0.15
2021-03-04 17:29:11.6460,-2.49,0.64,-0.22
2021-03-04 17:29:11.6540,-2.5,1.1,-0.3
2021-03-04 17:29:11.6640,-2.53,1.5,-0.38
2021-03-04 17:29:11.6740,-2.7,1.71,-0.21
2021-03-04 17:29:11.6840,-3.05,1.79,0.11
2021-03-04 17:29:11.6940,-3.41,1.72,0.48
2021-03-04 17:29:11.7050,-3.69,1.64,0.85
2021-03-04 17:29:11.7140,-3.7,1.49,1.25
2021-03-04 17:29:11.7240,-2.78,1.17,2.02
2021-03-04 17:29:11.7420,-2.03,1.28,2.1
2021-03-04 17:29:11.7440,-0.8,2.28,2.59
2021-03-04 17:29:11.7530,0.27,2.66,2.64
