time,ax,ay,az
2021-03-04 17:29:11.7640,0.09,2.46,2.02
2021-03-04 17:29:11.7740,-0.18,2.84,0.57
2021-03-04 17:29:11.7840,0.04,3.61,-1.26
2021-03-04 17:29:11.7930,0.85,4.33,-2.61
2021-03-04 17:29:11.8040,2.28,4.38,-3.28
2021-03-04 17:29:11.8130,4.13,3.77,-3.02
2021-03-04 17:29:11.8240,5.69,2.19,-2.64
2021-03-04 17:29:11.8430,6.97,0.28,-2.46
2021-03-04 17:29:11.8450,7.6,-1.57,-2.03
2021-03-04 17:29:11.8530,7.09,-2.91,-1.36
2021-03-04 17:29:11.8630,5.63,-3.13,-0.6
2021-03-04 17:29:11.8730,3.53,-2.55,-0.1
2021-03-04 17:29:11.8830,1.48,-1.63,0.03
2021-03-04 17:29:11.8930,-0.22,-0.69,0.09
2021-03-04 17:29:11.9040,-1.5,0.25,0.22
2021-03-04 17:29:11.9130,-2.4,1.17,0.43
2021-03-04 17:29:11.9240,-2.75,1.9,0.63
2021-03-04 17:29:11.9410,-2.52,2.28,0.7
2021-03-04 17:29:11.9430,-1.97,1.99,0.61
2021-03-04 17:29:11.9520,-1.32,0.96,0.42
2021-03-04 17:29:11.9620,-0.7,-0.39,0.18
2021-03-04 17:29:11.9720,-0.18,-1.52,-0.03
2021-03-04 17:29:11.9820,0.24,-2.33,-0.2
2021-03-04 17:29:11.9920,0.61,-2.74,-0.36
2021-03-04 17:29:12.0040,0.82,-2.89,-0.57
2021-03-04 17:29:12.0120,0.77,-2.9,-0.7
2021-03-04 17:29:12.0230,0.49,-2.77,-0.69
2021-03-04 17:29:12.0420,0.12,-2.52,-0.6
2021-03-04 17:29:12.0440,-0.29,-2.2,-0.48
2021-03-04 17:29:12.0510,-0.78,-1.87,-0.43
2021-03-04 17:29:12.0620,-1.4,-1.54,-0.4
2021-03-04 17:29:12.0720,-1.99,-1.21,-0.34
2021-03-04 17:29:12.0810,-2.44,-0.94,-0.26
2021-03-04 17:29:12.0910,-2.75,-0.79,-0.19
2021-03-04 17:29:12.1010,-2.84,-0.78,-0.2
2021-03-04 17:29:12.1110,-2.62,-0.88,-0.29
2021-03-04 17:29:12.1220,-2.25,-0.95,-0.3
2021-03-04 17:29:12.1410,-1.75,-0.91,-0.13
2021-03-04 17:29:12.1420,-1.1,-0.74,0.06
2021-03-04 17:29:12.1510,-0.44,-0.53,0.15
2021-03-04 17:29:12.1610,0.02,-0.25,0.3
2021-03-04 17:29:12.1710,0.48,-0.32,0.38
2021-03-04 17:29:12.1810,0.78,-0.63,0.32
2021-03-04 17:29:12.1910,0.64,-0.81,0.38
2021-03-04 17:29:12.2010,0.57,-0.75,0.62
2021-03-04 17:29:12.2110,0.54,-0.37,0.74
2021-03-04 17:29:12.2210,0.39,0.26,0.72
2021-03-04 17:29:12.2390,-0.06,0.89,0.74
2021-03-04 17:29:12.2410,-0.8,1.27,0.85
2021-03-04 17:29:12.2500,-1.32,1.31,1.58
2021-03-04 17:29:12.2600,-0.1,2.83,1.78
2021-03-04 17:29:12.2700,0.75,5.82,0.42
2021-03-04 17:29:12.2800,0.06,7.02,0.04
2021-03-04 17:29:12.2900,1.18,8.48,0.94
2021-03-04 17:29:12.3000,3.99,9.44,1
2021-03-04 17:29:12.3110,5.32,7.87,-0.79
2021-03-04 17:29:12.3210,4.38,3.74,-2.17
2021-03-04 17:29:12.3400,3.97,-0.28,-0.86
2021-03-04 17:29:12.3410,3.98,-3.12,0.26
2021-03-04 17:29:12.3490,2.72,-5.46,0.57
2021-03-04 17:29:12.3600,0.68,-7.01,0.19
2021-03-04 17:29:12.3690,-1.21,-7.25,-0.27
2021-03-04 17:29:12.3800,-2.26,-5.8,-0.54
2021-03-04 17:29:12.3890,-2.16,-3.41,-0.71
2021-03-04 17:29:12.4010,-1.17,-1.19,-1.06
2021-03-04 17:29:12.4090,0.15,0.53,-1.56
2021-03-04 17:29:12.4200,1.55,1.94,-1.91
2021-03-04 17:29:12.4380,2.83,2.69,-1.97
2021-03-04 17:29:12.4390,3.58,2.3,-1.74
2021-03-04 17:29:12.4490,3.74,1.07,-1.4
2021-03-04 17:29:12.4590,3.6,-0.26,-1.08
2021-03-04 17:29:12.4690,3.23,-1.18,-0.93
2021-03-04 17:29:12.4790,2.68,-1.73,-1.04
2021-03-04 17:29:12.4890,2.02,-1.92,-1.22
2021-03-04 17:29:12.4990,1.39,-1.84,-1.31
2021-03-04 17:29:12.5090,0.85,-1.73,-1.32
2021-03-04 17:29:12.5190,0.41,-1.54,-1.28
2021-03-04 17:29:12.5370,0.12,-1.26,-1.2
2021-03-04 17:29:12.5390,0.03,-0.92,-1.13
2021-03-04 17:29:12.5480,0.15,-0.65,-1.03
2021-03-04 17:29:12.5580,0.23,-0.4,-0.91
2021-03-04 17:29:12.5680,0.21,-0.13,-0.76
2021-03-04 17:29:12.5780,0.16,0.11,-0.62
2021-03-04 17:29:12.5880,0.13,0.23,-0.61
2021-03-04 17:29:12.5990,0.1,0.12,-0.7
2021-03-04 17:29:12.6090,0.08,-0.08,-0.76
2021-03-04 17:29:12.6190,0.05,-0.22,-0.75
2021-03-04 17:29:12.6360,0.03,-0.25,-0.69
2021-03-04 17:29:12.6380,0.11,-0.23,-0.65
2021-03-04 17:29:12.6470,0.11,-0.25,-0.72
2021-03-04 17:29:12.6580,-0.02,-0.38,-0.89
2021-03-04 17:29:12.6680,-0.17,-0.57,-1.12
2021-03-04 17:29:12.6780,-0.27,-0.79,-1.33
2021-03-04 17:29:12.6880,-0.37,-1,-1.5
2021-03-04 17:29:12.6970,-0.45,-1.05,-1.49
2021-03-04 17:29:12.7080,-0.4,-0.84,-1.24
2021-03-04 17:29:12.7180,-0.27,-0.44,-0.96
2021-03-04 17:29:12.7360,-0.27,0.03,-0.77
2021-03-04 17:29:12.7390,-0.44,0.39,-0.52
2021-03-04 17:29:12.7470,-0.81,0.66,-0.2
2021-03-04 17:29:12.7570,-1.31,0.83,0.1
2021-03-04 17:29:12.7670,-1.89,0.97,0.27
2021-03-04 17:29:12.7770,-2.48,1.08,0.23
2021-03-04 17:29:12.7870,-2.83,1.07,0.3
2021-03-04 17:29:12.7970,-2.46,1.02,0.83
2021-03-04 17:29:12.8070,-1.88,1,0.77
2021-03-04 17:29:12.8170,-0.91,1.22,1.07
2021-03-04 17:29:12.8340,-0.13,1.65,1.25
2021-03-04 17:29:12.8360,-0.15,2.19,1.24
2021-03-04 17:29:12.8460,0.17,2.28,0.77
2021-03-04 17:29:12.8560,0.73,1.94,-0.19
2021-03-04 17:29:12.8660,1.7,1.66,-1.11
2021-03-04 17:29:12.8760,2.88,1.42,-1.47
2021-03-04 17:29:12.8860,3.69,1.33,-1.1
2021-03-04 17:29:12.8970,3.96,1.19,-0.69
2021-03-04 17:29:12.9070,4.03,0.82,-0.8
2021-03-04 17:29:12.9170,4.15,0.27,-1.12
2021-03-04 17:29:12.9370,4.19,-0.21,-1.17
2021-03-04 17:29:12.9390,3.75,-0.41,-0.75
2021-03-04 17:29:12.9450,2.76,-0.45,-0.18
2021-03-04 17:29:12.9570,1.8,-0.51,0.25
2021-03-04 17:29:12.9660,0.97,-0.59,0.49
2021-03-04 17:29:12.9750,0.14,-0.45,0.61
2021-03-04 17:29:12.9850,-0.32,0.02,0.74
2021-03-04 17:29:12.9950,-0.4,0.69,0.93
2021-03-04 17:29:13.0060,-0.16,1.31,1.1
2021-03-04 17:29:13.0150,0.32,1.68,1.18
2021-03-04 17:29:13.0360,0.83,1.69,1.15
2021-03-04 17:29:13.0380,1.2,1.3,0.99
2021-03-04 17:29:13.0450,1.44,0.45,0.71
2021-03-04 17:29:13.0550,1.55,-0.58,0.39
2021-03-04 17:29:13.0650,1.51,-1.45,0.02
2021-03-04 17:29:13.0750,1.43,-2.09,-0.23
2021-03-04 17:29:13.0850,1.27,-2.17,-0.36
2021-03-04 17:29:13.0950,1.15,-1.82,-0.39
2021-03-04 17:29:13.1050,1.06,-1.26,-0.27
2021-03-04 17:29:13.1150,0.98,-0.63,-0.12
2021-03-04 17:29:13.1340,0.87,-0.09,0
2021-03-04 17:29:13.1370,0.66,0.27,0.06
2021-03-04 17:29:13.1440,0.26,0.34,0.13
2021-03-04 17:29:13.1540,-0.21,-0.02,0.3
2021-03-04 17:29:13.1640,-0.6,-0.63,0.47
2021-03-04 17:29:13.1740,-0.8,-1.21,0.58
2021-03-04 17:29:13.1840,-0.78,-1.59,0.57
2021-03-04 17:29:13.1940,-0.6,-1.71,0.47
2021-03-04 17:29:13.2050,-0.35,-1.64,0.37
2021-03-04 17:29:13.2140,-0.11,-1.48,0.28
2021-03-04 17:29:13.2350,0.16,-1.19,0.2
2021-03-04 17:29:13.2370,0.46,-0.91,0.04
2021-03-04 17:29:13.2430,0.7,-0.73,-0.08
2021-03-04 17:29:13.2540,0.92,-0.68,-0.11
2021-03-04 17:29:13.2630,1.12,-0.81,-0.16
2021-03-04 17:29:13.2740,1.17,-1.13,-0.22
2021-03-04 17:29:13.2830,1.02,-1.54,-0.36
2021-03-04 17:29:13.2940,0.78,-1.85,-0.38
2021-03-04 17:29:13.3030,0.78,-1.89,0.03
2021-03-04 17:29:13.3140,1.03,-1.76,0.38
2021-03-04 17:29:13.3350,1.23,-1.43,0.48
2021-03-04 17:29:13.3370,1.7,-0.5,0.62
2021-03-04 17:29:13.3430,2.4,1.17,0.55
2021-03-04 17:29:13.3530,2.88,3.23,-0.07
2021-03-04 17:29:13.3630,3.04,4.9,-0.69
2021-03-04 17:29:13.3730,2.96,5.19,-1.15
2021-03-04 17:29:13.3830,2.43,3.84,-1.37
2021-03-04 17:29:13.3930,1.58,1.58,-0.95
2021-03-04 17:29:13.4030,0.8,-0.26,-0.32
2021-03-04 17:29:13.4130,0.27,-1.56,0.18
2021-03-04 17:29:13.4310,-0.14,-2.45,0.57
2021-03-04 17:29:13.4340,-0.44,-2.77,0.74
2021-03-04 17:29:13.4420,-0.65,-2.5,0.73
2021-03-04 17:29:13.4530,-0.74,-1.84,0.6
2021-03-04 17:29:13.4620,-0.64,-1.24,0.26
2021-03-04 17:29:13.4720,-0.3,-0.74,-0.12
2021-03-04 17:29:13.4820,0.19,-0.28,-0.4
2021-03-04 17:29:13.4920,0.6,0.11,-0.55
2021-03-04 17:29:13.5020,0.93,0.51,-0.61
2021-03-04 17:29:13.5120,1.13,0.8,-0.63
2021-03-04 17:29:13.5300,1.14,0.92,-0.59
2021-03-04 17:29:13.5330,1,0.9,-0.49
2021-03-04 17:29:13.5410,0.73,0.74,-0.39
2021-03-04 17:29:13.5510,0.44,0.53,-0.34
2021-03-04 17:29:13.5620,0.23,0.28,-0.35
2021-03-04 17:29:13.5710,0.13,0.02,-0.36
2021-03-04 17:29:13.5820,0.19,-0.21,-0.3
2021-03-04 17:29:13.5920,0.3,-0.42,-0.24
2021-03-04 17:29:13.6020,0.43,-0.59,-0.2
2021-03-04 17:29:13.6110,0.53,-0.66,-0.19
2021-03-04 17:29:13.6310,0.56,-0.63,-0.2
2021-03-04 17:29:13.6330,0.56,-0.49,-0.26
2021-03-04 17:29:13.6410,0.51,-0.29,-0.31
2021-03-04 17:29:13.6510,0.47,-0.02,-0.31
2021-03-04 17:29:13.6610,0.4,0.22,-0.32
2021-03-04 17:29:13.6710,0.31,0.39,-0.36
2021-03-04 17:29:13.6810,0.19,0.49,-0.31
2021-03-04 17:29:13.6920,0.08,0.57,-0.24
2021-03-04 17:29:13.7020,-0.03,0.5,-0.21
2021-03-04 17:29:13.7110,-0.12,0.41,-0.14
2021-03-04 17:29:13.7290,-0.13,0.31,-0.13
2021-03-04 17:29:13.7310,-0.08,0.14,-0.14
2021-03-04 17:29:13.7400,0.03,-0.01,-0.12
2021-03-04 17:29:13.7500,0.17,-0.15,-0.15
2021-03-04 17:29:13.7600,0.25,-0.29,-0.16
2021-03-04 17:29:13.7700,0.29,-0.31,-0.13
2021-03-04 17:29:13.7800,0.29,-0.24,-0.12
2021-03-04 17:29:13.7900,0.26,-0.14,-0.12
2021-03-04 17:29:13.8010,0.19,-0.02,-0.06
2021-03-04 17:29:13.8100,0.11,0.08,0
2021-03-04 17:29:13.8300,0.06,0.19,0.08
2021-03-04 17:29:13.8320,0,0.28,0.15
2021-03-04 17:29:13.8390,-0.04,0.33,0.19
2021-03-04 17:29:13.8500,-0.03,0.31,0.21
2021-03-04 17:29:13.8600,0.06,0.18,0.17
2021-03-04 17:29:13.8700,0.13,-0.01,0.09
2021-03-04 17:29:13.8790,0.13,-0.18,0.04
2021-03-04 17:29:13.8900,0.11,-0.29,0.05
2021-03-04 17:29:13.8990,0.05,-0.36,0.06
2021-03-04 17:29:13.9100,-0.03,-0.34,0.07
2021-03-04 17:29:13.9280,-0.1,-0.22,0.1
2021-03-04 17:29:13.9300,-0.2,-0.1,0.11
2021-03-04 17:29:13.9390,-0.32,0,0.11
2021-03-04 17:29:13.9490,-0.38,0.14,0.11
2021-03-04 17:29:13.9590,-0.4,0.24,0.09
2021-03-04 17:29:13.9690,-0.43,0.27,0.03
2021-03-04 17:29:13.9790,-0.44,0.23,-0.02
2021-03-04 17:29:13.9890,-0.32,0.22,-0.03
2021-03-04 17:29:14.0000,-0.12,0.16,-0.09
2021-03-04 17:29:14.0090,0.03,0.04,-0.16
2021-03-04 17:29:14.0280,0.18,-0.06,-0.15
2021-03-04 17:29:14.0300,0.34,-0.12,-0.09
2021-03-04 17:29:14.0380,0.48,-0.15,-0.09
2021-03-04 17:29:14.0480,0.58,-0.14,-0.15
2021-03-04 17:29:14.0580,0.57,-0.08,-0.2
2021-03-04 17:29:14.0680,0.55,-0.04,-0.19
2021-03-04 17:29:14.0780,0.55,-0.03,-0.18
2021-03-04 17:29:14.0890,0.53,-0.07,-0.2
2021-03-04 17:29:14.0980,0.48,-0.1,-0.2
2021-03-04 17:29:14.1090,0.47,-0.08,-0.16
2021-03-04 17:29:14.1290,0.46,-0.06,-0.15
2021-03-04 17:29:14.1310,0.45,-0.01,-0.12
2021-03-04 17:29:14.1370,0.42,0.05,-0.12
2021-03-04 17:29:14.1480,0.32,0.03,-0.1
2021-03-04 17:29:14.1580,0.24,0.05,-0.04
2021-03-04 17:29:14.1680,0.23,0.05,0.01
2021-03-04 17:29:14.1770,0.22,0.04,0.01
2021-03-04 17:29:14.1880,0.2,0.03,-0.01
2021-03-04 17:29:14.1980,0.18,0.02,-0.03
2021-03-04 17:29:14.2070,0.18,0.04,-0.03
2021-03-04 17:29:14.2290,0.21,0.06,-0.04
2021-03-04 17:29:14.2300,0.21,0.04,-0.01
2021-03-04 17:29:14.2370,0.17,-0.04,0
2021-03-04 17:29:14.2470,0.11,-0.1,0.03
2021-03-04 17:29:14.2570,0.09,-0.14,0.08
2021-03-04 17:29:14.2670,0.09,-0.11,0.08
2021-03-04 17:29:14.2770,0.07,-0.11,0.03
2021-03-04 17:29:14.2880,0,-0.08,0.02
2021-03-04 17:29:14.2970,-0.08,0.01,0.01
2021-03-04 17:29:14.3070,-0.19,0.1,0.01
2021-03-04 17:29:14.3270,-0.35,0.17,-0.02
2021-03-04 17:29:14.3290,-0.51,0.21,-0.03
2021-03-04 17:29:14.3360,-0.63,0.24,0.04
2021-03-04 17:29:14.3460,-0.68,0.28,0.08
2021-03-04 17:29:14.3560,-0.72,0.27,0.13
2021-03-04 17:29:14.3660,-0.75,0.22,0.12
2021-03-04 17:29:14.3760,-0.81,0.16,0.07
2021-03-04 17:29:14.3860,-0.92,0.1,0.02
2021-03-04 17:29:14.3970,-1.03,0.09,0
2021-03-04 17:29:14.4060,-1.08,0.12,-0.02
2021-03-04 17:29:14.4250,-1.01,0.21,0.01
2021-03-04 17:29:14.4270,-0.85,0.3,-0.03
2021-03-04 17:29:14.4350,-0.63,0.28,-0.07
2021-03-04 17:29:14.4460,-0.42,0.21,-0.09
2021-03-04 17:29:14.4560,-0.29,0.09,-0.11
2021-03-04 17:29:14.4660,-0.2,-0.06,-0.09
2021-03-04 17:29:14.4760,-0.08,-0.08,-0.02
2021-03-04 17:29:14.4850,-0.06,-0.14,-0.01
2021-03-04 17:29:14.4960,-0.07,-0.18,-0.04
2021-03-04 17:29:14.5060,-0.06,-0.12,-0.04
2021-03-04 17:29:14.5240,-0.06,-0.1,0.01
2021-03-04 17:29:14.5260,-0.08,-0.14,0.04
2021-03-04 17:29:14.5350,-0.06,-0.11,0.05
2021-03-04 17:29:14.5450,0.06,0.07,0.09
2021-03-04 17:29:14.5550,0.06,0.12,0.06
2021-03-04 17:29:14.5650,-0.04,0.16,0.04
2021-03-04 17:29:14.5750,-0.1,0.21,0.11
2021-03-04 17:29:14.5850,-0.06,0.24,0.12
2021-03-04 17:29:14.5960,-0.01,0.17,0.07
2021-03-04 17:29:14.6050,0.09,0.06,0.07
2021-03-04 17:29:14.6250,0.17,-0.05,0.11
2021-03-04 17:29:14.6260,0.24,-0.13,0.14
2021-03-04 17:29:14.6340,0.32,-0.15,0.12
2021-03-04 17:29:14.6440,0.39,-0.15,0.09
2021-03-04 17:29:14.6540,0.39,-0.2,0.08
2021-03-04 17:29:14.6640,0.35,-0.17,0.09
2021-03-04 17:29:14.6740,0.3,-0.1,0.08
2021-03-04 17:29:14.6840,0.23,-0.07,0.04
2021-03-04 17:29:14.6950,0.18,0.04,0.02
2021-03-04 17:29:14.7050,0.22,0.12,0
2021-03-04 17:29:14.7240,0.26,0.11,-0.01
2021-03-04 17:29:14.7260,0.29,0.04,0.01
2021-03-04 17:29:14.7330,0.29,0,0.01
2021-03-04 17:29:14.7440,0.3,0,0.03
2021-03-04 17:29:14.7540,0.33,0.03,0.01
2021-03-04 17:29:14.7640,0.34,0.01,-0.01
2021-03-04 17:29:14.7740,0.31,-0.03,-0.02
2021-03-04 17:29:14.7840,0.3,-0.02,-0.05
2021-03-04 17:29:14.7940,0.25,-0.06,-0.07
2021-03-04 17:29:14.8040,0.16,-0.09,-0.03
2021-03-04 17:29:14.8250,0.09,-0.05,-0.04
2021-03-04 17:29:14.8270,0.01,-0.05,-0.09
2021-03-04 17:29:14.8330,-0.06,-0.03,-0.08
2021-03-04 17:29:14.8430,-0.12,0.04,-0.06
2021-03-04 17:29:14.8530,-0.14,0.11,-0.03
2021-03-04 17:29:14.8630,-0.15,0.14,-0.01
2021-03-04 17:29:14.8720,-0.15,0.14,0
2021-03-04 17:29:14.8830,-0.19,0.11,-0.03
2021-03-04 17:29:14.8940,-0.22,0.11,-0.02
2021-03-04 17:29:14.9040,-0.2,0.11,-0.01
2021-03-04 17:29:14.9230,-0.15,0.1,-0.05
2021-03-04 17:29:14.9240,-0.1,0.06,-0.06
2021-03-04 17:29:14.9320,-0.03,0.01,-0.08
2021-03-04 17:29:14.9420,0.06,-0.02,-0.1
2021-03-04 17:29:14.9520,0.15,-0.07,-0.15
2021-03-04 17:29:14.9620,0.17,-0.06,-0.19
2021-03-04 17:29:14.9730,0.19,-0.01,-0.24
2021-03-04 17:29:14.9820,0.11,0.01,-0.29
2021-03-04 17:29:14.9930,-0.01,0.06,-0.22
2021-03-04 17:29:15.0020,-0.01,0.09,-0.13
2021-03-04 17:29:15.0230,0.01,0.1,-0.07
2021-03-04 17:29:15.0250,0.07,0.09,-0.07
2021-03-04 17:29:15.0310,0.07,0.06,-0.1
2021-03-04 17:29:15.0410,0.07,0.04,-0.14
2021-03-04 17:29:15.0520,0.06,0.08,-0.18
2021-03-04 17:29:15.0620,0.04,0.12,-0.14
2021-03-04 17:29:15.0720,-0.02,0.1,-0.08
2021-03-04 17:29:15.0820,-0.03,0.02,-0.04
2021-03-04 17:29:15.0920,-0.12,-0.07,0.01
2021-03-04 17:29:15.1030,-0.2,-0.04,-0.01
2021-03-04 17:29:15.1220,-0.16,0.04,0.01
2021-03-04 17:29:15.1240,-0.13,0.05,0.03
2021-03-04 17:29:15.1300,-0.13,0.05,-0.02
2021-03-04 17:29:15.1410,-0.1,0.09,-0.08
2021-03-04 17:29:15.1510,-0.05,0.1,-0.1
2021-03-04 17:29:15.1610,-0.02,0.1,-0.08
2021-03-04 17:29:15.1710,-0.08,0.06,0.01
2021-03-04 17:29:15.1810,-0.05,0.07,0.06
2021-03-04 17:29:15.1920,-0.04,0.27,0.12
2021-03-04 17:29:15.2010,-0.06,0.11,-0.01
2021-03-04 17:29:15.2200,-0.2,-0.11,-0.17
2021-03-04 17:29:15.2220,-0.25,-0.19,-0.03
2021-03-04 17:29:15.2300,-0.15,-0.08,0.19
2021-03-04 17:29:15.2400,-0.22,0.14,0.22
2021-03-04 17:29:15.2500,-0.28,0.21,0.2
2021-03-04 17:29:15.2600,-0.19,0.03,0.07
2021-03-04 17:29:15.2700,-0.17,-0.13,0.01
2021-03-04 17:29:15.2800,-0.07,-0.19,0.01
2021-03-04 17:29:15.2910,-0.1,-0.03,0.1
2021-03-04 17:29:15.3000,0.03,-0.12,0.07
2021-03-04 17:29:15.3180,0.03,-0.13,0.05
2021-03-04 17:29:15.3210,0.01,-0.07,0.06
2021-03-04 17:29:15.3290,-0.01,-0.07,0.05
2021-03-04 17:29:15.3400,-0.01,-0.06,0.07
2021-03-04 17:29:15.3500,0.02,-0.02,0.11
2021-03-04 17:29:15.3600,0.07,0.07,0.14
2021-03-04 17:29:15.3700,0.1,0.18,0.12
2021-03-04 17:29:15.3800,0.14,0.2,0.05
2021-03-04 17:29:15.3900,0.18,0.17,-0.02
2021-03-04 17:29:15.4000,0.2,0.15,-0.08
2021-03-04 17:29:15.4200,0.16,0.12,-0.11
2021-03-04 17:29:15.4220,0.08,-0.07,-0.07
2021-03-04 17:29:15.4290,0.01,-0.16,0.02
2021-03-04 17:29:15.4390,-0.03,-0.13,0.08
2021-03-04 17:29:15.4490,-0.1,-0.08,0.1
2021-03-04 17:29:15.4590,-0.13,-0.03,0.1
2021-03-04 17:29:15.4690,-0.09,0.08,0.07
2021-03-04 17:29:15.4790,-0.09,0.18,0.01
2021-03-04 17:29:15.4890,-0.13,0.19,-0.05
2021-03-04 17:29:15.4990,-0.15,0.16,-0.06
2021-03-04 17:29:15.5190,-0.09,0.09,-0.01
2021-03-04 17:29:15.5220,-0.01,-0.02,0.05
2021-03-04 17:29:15.5280,0.08,-0.09,0.11
2021-03-04 17:29:15.5380,0.1,-0.1,0.12
2021-03-04 17:29:15.5490,0.03,-0.06,0.09
2021-03-04 17:29:15.5580,-0.07,-0.04,0.02
2021-03-04 17:29:15.5680,-0.13,0.05,-0.01
2021-03-04 17:29:15.5780,-0.19,0.12,0
2021-03-04 17:29:15.5880,-0.25,0.14,0.01
2021-03-04 17:29:15.5980,-0.27,0.09,0.01
2021-03-04 17:29:15.6160,-0.19,0.06,0.04
2021-03-04 17:29:15.6180,-0.13,0.01,0.08
2021-03-04 17:29:15.6280,-0.05,-0.02,0.13
2021-03-04 17:29:15.6380,-0.01,0.05,0.14
2021-03-04 17:29:15.6470,-0.01,0.05,0.08
2021-03-04 17:29:15.6580,0.02,0.04,0.02
2021-03-04 17:29:15.6680,0.05,0,0
2021-03-04 17:29:15.6780,0.06,-0.1,0
2021-03-04 17:29:15.6880,0.07,-0.2,-0.01
2021-03-04 17:29:15.6970,0.14,-0.21,0.01
2021-03-04 17:29:15.7170,0.2,-0.12,0.02
2021-03-04 17:29:15.7190,0.23,-0.02,0.01
2021-03-04 17:29:15.7270,0.24,0.04,-0.04
2021-03-04 17:29:15.7370,0.19,0.1,-0.07
2021-03-04 17:29:15.7470,0.1,0.21,-0.06
2021-03-04 17:29:15.7570,0.02,0.25,-0.03
2021-03-04 17:29:15.7670,-0.02,0.16,-0.01
2021-03-04 17:29:15.7770,0.03,0,0.01
2021-03-04 17:29:15.7880,0.08,-0.11,0.06
2021-03-04 17:29:15.7970,0.07,-0.13,0.11
2021-03-04 17:29:15.8140,0.06,-0.1,0.1
2021-03-04 17:29:15.8170,0.07,-0.07,0.06
2021-03-04 17:29:15.8260,0.1,-0.03,0.03
2021-03-04 17:29:15.8360,0.13,-0.01,0.03
2021-03-04 17:29:15.8460,0.15,-0.06,0.04
2021-03-04 17:29:15.8560,0.16,-0.08,0.08
2021-03-04 17:29:15.8660,0.16,-0.09,0.08
2021-03-04 17:29:15.8770,0.15,-0.08,0.05
2021-03-04 17:29:15.8870,0.14,-0.05,0
2021-03-04 17:29:15.8960,0.11,0.01,-0.02
2021-03-04 17:29:15.9130,0.08,0.12,0
2021-03-04 17:29:15.9160,0.06,0.21,0.01
2021-03-04 17:29:15.9260,0.03,0.19,0
2021-03-04 17:29:15.9350,0.01,0.09,0
2021-03-04 17:29:15.9460,0.03,0,0
2021-03-04 17:29:15.9560,0.04,-0.09,0.03
2021-03-04 17:29:15.9660,0.07,-0.11,0.05
2021-03-04 17:29:15.9760,0.05,-0.15,-0.14
2021-03-04 17:29:15.9860,0.02,-0.33,-0.06
2021-03-04 17:29:15.9960,0.07,0.02,0.08
2021-03-04 17:29:16.0150,0.09,0.25,0
2021-03-04 17:29:16.0170,0.07,0.23,0.01
2021-03-04 17:29:16.0250,0.01,0.3,0
2021-03-04 17:29:16.0350,0.01,0.21,0.05
2021-03-04 17:29:16.0450,-0.02,0.13,0.04
